@RELATION appendixE_666_pointO_pulse_only

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
564,132,4,34.5,50.5,7129,7111,120,28.8,-4,0.04361691775,0.03059162031,38.35443038
564,132,5,34.5,54.5,7129,7111,120,28.8,-4,0.04266320971,0.0317345058,41.39240506
564,132,6,34.5,58.5,7129,7111,120,28.8,-4,0.04186577175,0.03319811844,44.43037975
564,132,4,37,53,7129,7111,120,28.8,-4,0.05821051019,0.03046001312,38.24050633
564,132,5,37,57,7129,7111,120,28.8,-4,0.05620497467,0.03145928198,40.40506329
564,132,6,37,61,7129,7111,120,28.8,-4,0.05401197226,0.03258574595,43.24050633
564,132,4,40,56,7129,7111,120,28.8,-4,0.07659361129,0.03044232893,38.27848101
564,132,5,40,60,7129,7111,120,28.8,-4,0.07412125938,0.03135088028,40.25316456
564,132,6,40,64,7129,7111,120,28.8,-4,0.07116863916,0.03234222587,42.93670886
565,132,4,30,46,7129,7111,120,28.8,-2,0.009206366585,0.009206366585,46
565,132,5,30,50,7129,7111,120,28.8,-2,0.01067641814,0.01067641814,50
565,132,6,30,54,7129,7111,120,28.8,-2,0.01286734849,0.01286734849,54
565,132,4,32,48,7129,7111,120,28.8,-2,0.009481613283,0.008113321821,40.10126582
565,132,5,32,52,7129,7111,120,28.8,-2,0.009203194163,0.008541339132,44.10126582
565,132,6,32,56,7129,7111,120,28.8,-2,0.009311173675,0.009142028103,49.62025316
565,132,4,34.5,50.5,7129,7111,120,28.8,-2,0.01882173994,0.00795278703,38.99367089
565,132,5,34.5,54.5,7129,7111,120,28.8,-2,0.01692256627,0.008278283436,41.39240506
565,132,6,34.5,58.5,7129,7111,120,28.8,-2,0.01501807392,0.008660333765,44.43037975
565,132,4,37,53,7129,7111,120,28.8,-2,0.03384441509,0.00801074134,38.24050633
565,132,5,37,57,7129,7111,120,28.8,-2,0.03096820426,0.008169873843,41.12658228
