@RELATION appendixE_04_explore

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
528.6763951,125.2544424,5.426224651,42.40605753,64.11095614,7129,7111,120,28.8,-67.9016521,0.9218500152,0.9140523044,48.41031382
535.0733539,118.6231812,4.807627495,26.65243886,45.88294884,7129,7111,120,28.8,-48.47647331,0.9154441172,0.9085053522,35.58269502
528.6512082,150.6303473,6.704711911,31.34749778,58.16634543,7129,7111,120,28.8,-93.32793091,0.948290699,0.9419361187,39.17325304
589.3864048,143.7025767,3.675277344,43.18219083,57.88330021,7129,7111,120,28.8,35.07023297,0.6033160794,0.5866869831,47.25167364
571.0347377,156.7372422,6.22467075,31.03240404,55.93108704,7129,7111,120,28.8,-14.66776687,0.3330244357,0.2452409918,31.96062117
586.9947951,110.4689235,7.102329251,27.77198807,56.18130508,7129,7111,120,28.8,63.52066675,0.9669962679,0.9624376306,37.83638913
551.7051253,106.8064146,6.130417918,32.2218489,56.74352057,7129,7111,120,28.8,-3.39616402,0.2112066729,0.2112066729,56.74352057
591.2327498,157.8407412,7.580953938,38.78998076,69.11379651,7129,7111,120,28.8,24.62475836,0.4531694692,0.442290173,56.41942573
605.5888279,145.3452905,3.178118955,38.0974977,50.80997352,7129,7111,120,28.8,65.83236523,0.8617158741,0.8468700033,42.51446764
591.560105,111.2255953,4.163185693,42.76516866,59.41791143,7129,7111,120,28.8,71.89461471,0.9497964338,0.9444392228,47.29180706
578.6371434,119.9571799,6.394800181,47.4469262,73.02612692,7129,7111,120,28.8,37.31710685,0.7804738927,0.768818619,56.63250659
559.4022645,152.342794,6.445093468,27.10704538,52.88741925,7129,7111,120,28.8,-33.53826502,0.7196898384,0.7026154877,30.22138243
584.2657105,105.8843465,7.534175954,42.90618074,73.04288455,7129,7111,120,28.8,62.64707454,0.9516185914,0.9479737065,53.66416008
576.6624687,131.0057832,6.650394081,37.9412091,64.54278542,7129,7111,120,28.8,22.31915423,0.5540734462,0.5507754841,55.3223875
596.5684632,121.7840558,4.846344206,47.30308735,66.68846418,7129,7111,120,28.8,71.35287059,0.9256399529,0.9191131415,53.07857353
591.3717741,147.9642325,7.168664474,49.63074418,78.30540208,7129,7111,120,28.8,34.77931569,0.5975141193,0.5846782473,62.32470778
565.1263365,159.3918088,4.886398695,42.52893153,62.07452631,7129,7111,120,28.8,-29.1391357,0.450227959,0.4276084069,49.40625564
576.7075303,158.0754297,3.128511973,23.07952116,35.59356905,7129,7111,120,28.8,-4.660369087,0.04325042808,0.02479431957,26.87677663
590.8932318,127.8498809,7.437498729,32.50021182,62.25020673,7129,7111,120,28.8,53.93658273,0.9119218356,0.9025469731,43.194021
566.1730808,131.0301577,3.472901749,22.02493663,35.91654362,7129,7111,120,28.8,1.316003972,0.1216144668,0.1216144668,35.91654362
565.3854968,131.420676,7.318071216,27.08711759,56.35940245,7129,7111,120,28.8,-0.6496824732,0.04129995655,0.04129995655,56.35940245
544.4130363,151.1523931,5.696264076,41.79644351,64.58149981,7129,7111,120,28.8,-62.32632047,0.8431014258,0.8286060989,48.76562231
605.1779231,108.7164989,7.78930289,49.15977315,80.31698471,7129,7111,120,28.8,101.6393473,0.9759620039,0.9745000414,59.00839693
577.9088787,100.134558,6.355375469,46.63754474,72.05904662,7129,7111,120,28.8,55.68319942,0.9425130405,0.9381417843,55.88252595
531.1626031,112.0886369,7.047170449,29.32763573,57.51631753,7129,7111,120,28.8,-49.76343072,0.9388847986,0.9322896735,41.08308395
528.2728309,103.9618552,6.225886386,37.00403797,61.90758352,7129,7111,120,28.8,-47.41619335,0.9287921408,0.9216320614,45.48312258
